mutant_ID,tag_idfentifier,transposon_set,contig,position,gene_ID
2011mTn5STM.1.15.F07,H1K1_7F,15,chromosome,1230754,SMc00560
2011mTn5STM.1.15.G07,H1K1_7G,15,chromosome,848275,SMc00827
2011mTn5STM.1.15.H07,H1K1_7H,15,pSymA,1264979,SMa2257
2011mTn5STM.1.15.A08,H1K1_8A,15,pSymB,147932,SMb20134
2011mTn5STM.1.15.B08,H1K1_8B,15,chromosome,650882,SMc02276
2011mTn5STM.1.15.C08,H1K1_8C,15,chromosome,3061035,SMc04057
2011mTn5STM.1.15.E08,H1K1_8E,15,pSymB,230080,SMb20222
2011mTn5STM.1.15.G08,H1K1_8G,15,pSymA,165084,SMa0299
2011mTn5STM.1.15.H08,H1K1_8H,15,pSymA,1097357,intergenic
2011mTn5STM.1.15.A09,H1K1_9A,15,chromosome,3597974,SMc04394
2011mTn5STM.1.15.B09,H1K1_9B,15,pSymA,1109618,SMa1953
2011mTn5STM.1.15.C09,H1K1_9C,15,several,mapping,NA
2011mTn5STM.1.15.D09,H1K1_9D,15,chromosome,2638019,SMc01815
2011mTn5STM.1.15.E09,H1K1_9E,15,pSymA,1231131,SMa2197
2011mTn5STM.1.15.F09,H1K1_9F,15,pSymA,446911,SMa0815
2011mTn5STM.1.15.H09,H1K1_9H,15,chromosome,2241661,SMc04362
2011mTn5STM.2.15.A10,H2K2_10A,15,chromosome,964904,SMc00975
2011mTn5STM.2.15.B10,H2K2_10B,15,chromosome,2000129,SMc00165
2011mTn5STM.2.15.C10,H2K2_10C,15,chromosome,3088971,SMc03938
2011mTn5STM.2.15.D10,H2K2_10D,15,chromosome,348669,intergenic
2011mTn5STM.2.15.F10,H2K2_10F,15,chromosome,528125,SMc02166
2011mTn5STM.2.15.G10,H2K2_10G,15,pSymA,175005,intergenic
2011mTn5STM.2.15.H10,H2K2_10H,15,chromosome,438431,intergenic
2011mTn5STM.2.15.A11,H2K2_11A,15,pSymB,914532,SMb21167
2011mTn5STM.2.15.B11,H2K2_11B,15,chromosome,1013549,intergenic
2011mTn5STM.2.15.C11,H2K2_11C,15,chromosome,3067592,SMc04460
2011mTn5STM.2.15.D11,H2K2_11D,15,pSymA,204610,SMa5019
2011mTn5STM.2.15.E11,H2K2_11E,15,chromosome,292684,SMc00336
2011mTn5STM.2.15.F11,H2K2_11F,15,chromosome,2025064,SMc00144
2011mTn5STM.2.15.G11,H2K2_11G,15,pSymA,734523,SMa1341
2011mTn5STM.2.15.H11,H2K2_11H,15,pSymA,442873,SMb20427
2011mTn5STM.2.15.A12,H2K2_12A,15,chromosome,3108542,SMc02987
2011mTn5STM.2.15.B12,H2K2_12B,15,pSymA,1084100,SMa1905
2011mTn5STM.2.15.D12,H2K2_12D,15,pSymB,252520,SMb20247
2011mTn5STM.2.15.G12,H2K2_12G,15,chromosome,2610584,SMc01523
2011mTn5STM.2.15.A01,H2K2_1A,15,pSymB,1517517,SMb20714
2011mTn5STM.2.15.C01,H2K2_1C,15,pSymA,574512,SMa1045
2011mTn5STM.2.15.D01,H2K2_1D,15,pSymA,172321,SMa0307
2011mTn5STM.2.15.E01,H2K2_1E,15,pSymB,1635353,SMb20615
2011mTn5STM.2.15.F01,H2K2_1F,15,chromosome,609239,SMc02245
2011mTn5STM.2.15.H01,H2K2_1H,15,chromosome,1928399,SMc00534
2011mTn5STM.2.15.A02,H2K2_2A,15,pSymB,766565,SMb21127
2011mTn5STM.2.15.B02,H2K2_2B,15,chromosome,336469,SMc00382
2011mTn5STM.2.15.C02,H2K2_2C,15,pSymB,93961,SMb20082
2011mTn5STM.2.15.D02,H2K2_2D,15,pSymB,1664647,SMb21635
2011mTn5STM.2.15.E02,H2K2_2E,15,pSymA,673740,SMa1229
2011mTn5STM.2.15.F02,H2K2_2F,15,chromosome,2779516,SMc02358
2011mTn5STM.2.15.G02,H2K2_2G,15,chromosome,3282614,SMc02511
2011mTn5STM.2.15.H02,H2K2_2H,15,pSymA,981658,SMa1736
2011mTn5STM.2.15.A03,H2K2_3A,15,chromosome,624548,SMc02259
2011mTn5STM.2.15.B03,H2K2_3B,15,chromosome,237856,SMc02881
2011mTn5STM.2.15.C03,H2K2_3C,15,chromosome,274808,SMc00322
2011mTn5STM.2.15.D03,H2K2_3D,15,pSymA,462709,intergenic
2011mTn5STM.2.15.E03,H2K2_3E,15,pSymA,958942,intergenic
2011mTn5STM.2.15.F03,H2K2_3F,15,chromosome,3080069,SMc03930
2011mTn5STM.2.15.G03,H2K2_3G,15,chromosome,1299004,SMc01754
2011mTn5STM.2.15.H03,H2K2_3H,15,chromosome,2022076,SMc00148
2011mTn5STM.2.15.A04,H2K2_4A,15,pSymB,948371,Smb21198
2011mTn5STM.2.15.B04,H2K2_4B,15,chromosome,1788072,SMc04450
2011mTn5STM.2.15.C04,H2K2_4C,15,chromosome,231088,SMc02874
2011mTn5STM.2.15.D04,H2K2_4D,15,pSymA,240766,intergenic
2011mTn5STM.2.15.E04,H2K2_4E,15,pSymB,224796,SMb20216
2011mTn5STM.2.15.F04,H2K2_4F,15,pSymA,1043429,intergenic
2011mTn5STM.2.15.G04,H2K2_4G,15,chromosome,1208136,SMc02553
2011mTn5STM.2.15.H04,H2K2_4H,15,pSymA,595934,SMa1087
2011mTn5STM.2.15.A05,H2K2_5A,15,pSymB,921940,SMb21175
2011mTn5STM.2.15.B05,H2K2_5B,15,pSymA,382733,SMa0707
2011mTn5STM.2.15.D05,H2K2_5D,15,pSymA,1277244,SMa2294
2011mTn5STM.2.15.F05,H2K2_5F,15,chromosome,2507062,SMc01566
2011mTn5STM.2.15.G05,H2K2_5G,15,chromosome,774942,SMc00763
2011mTn5STM.2.15.H05,H2K2_5H,15,chromosome,1726064,intergenic
2011mTn5STM.2.15.A06,H2K2_6A,15,chromosome,1016839,SMc00452
2011mTn5STM.2.15.B06,H2K2_6B,15,chromosome,2052143,intergenic
2011mTn5STM.2.15.C06,H2K2_6C,15,pSymA,774248,SMa1409
2011mTn5STM.2.15.F06,H2K2_6F,15,chromosome,2339791,SMc01870
2011mTn5STM.2.15.G06,H2K2_6G,15,pSymB,1441813,SMb21517
2011mTn5STM.2.15.H06,H2K2_6H,15,chromosome,2901606,SMc00676
2011mTn5STM.2.15.A07,H2K2_7A,15,chromosome,3608594,SMc04402
2011mTn5STM.2.15.C07,H2K2_7C,15,pSymA,744866,intergenic
2011mTn5STM.2.15.D07,H2K2_7D,15,chromosome,403251,SMc01148
2011mTn5STM.2.15.E07,H2K2_7E,15,pSymA,964437,SMa1711
2011mTn5STM.2.15.F07,H2K2_7F,15,chromosome,2163407,SMc04173
2011mTn5STM.2.15.G07,H2K2_7G,15,chromosome,3397183,SMc03282
2011mTn5STM.2.15.H07,H2K2_7H,15,pSymA,173983,SMa0308
2011mTn5STM.2.15.B08,H2K2_8B,15,chromosome,3344474,SMc03235
2011mTn5STM.2.15.C08,H2K2_8C,15,chromosome,401215,SMc01151
2011mTn5STM.2.15.D08,H2K2_8D,15,pSymB,1554049,SMb20761
2011mTn5STM.2.15.E08,H2K2_8E,15,pSymB,240908,SMb20235
2011mTn5STM.2.15.F08,H2K2_8F,15,pSymA,772010,SMa1403
2011mTn5STM.2.15.G08,H2K2_8G,15,chromosome,2716468,SMc01990
2011mTn5STM.2.15.H08,H2K2_8H,15,chromosome,2090531,intergenic
2011mTn5STM.2.15.A09,H2K2_9A,15,pSymA,609781,SMa1120
2011mTn5STM.2.15.B09,H2K2_9B,15,chromosome,756401,SMc03060
2011mTn5STM.2.15.C09,H2K2_9C,15,pSymB,197708,SMb20179
2011mTn5STM.2.15.D09,H2K2_9D,15,chromosome,817712,SMc00797
2011mTn5STM.2.15.E09,H2K2_9E,15,pSymB,363266,SMb20354
2011mTn5STM.2.15.F09,H2K2_9F,15,pSymB,16221,SMb20011
2011mTn5STM.2.15.G09,H2K2_9G,15,chromosome,3300196,SMc02494
2011mTn5STM.2.15.H09,H2K2_9H,15,chromosome,275087,SMc00322
2011mTn5STM.3.15.A10,H3K3_10A,15,chromosome,2090960,SMc04261
2011mTn5STM.3.15.B10,H3K3_10B,15,pSymA,918345,SMa1646
2011mTn5STM.3.15.C10,H3K3_10C,15,chromosome,1358539,SMc01812
2011mTn5STM.3.15.E10,H3K3_10E,15,chromosome,1084502,SMc00117
2011mTn5STM.3.15.F10,H3K3_10F,15,chromosome,1047882,SMc00034
2011mTn5STM.3.15.H10,H3K3_10H,15,pSymB,1477022,SMb20674
2011mTn5STM.3.15.A11,H3K3_11A,15,chromosome,929014,SMc00858
2011mTn5STM.3.15.B11,H3K3_11B,15,chromosome,1504609,SMc01270
2011mTn5STM.3.15.C11,H3K3_11C,15,pSymB,1223981,SMb20990
2011mTn5STM.3.15.E11,H3K3_11E,15,pSymB,201186,SMb20184
2011mTn5STM.3.15.F11,H3K3_11F,15,pSymB,296827,SMb20291
2011mTn5STM.3.15.G11,H3K3_11G,15,pSymB,1676856,SMb21647
2011mTn5STM.3.15.H11,H3K3_11H,15,pSymB,1030121,SMb21366
2011mTn5STM.3.15.A12,H3K3_12A,15,pSymB,1342807,SMb21414
2011mTn5STM.3.15.B12,H3K3_12B,15,pSymB,1150134,SMb20925
2011mTn5STM.3.15.C12,H3K3_12C,15,pSymA,725431,SMa1328
2011mTn5STM.3.15.D12,H3K3_12D,15,pSymB,1454014,SMb20652
2011mTn5STM.3.15.E12,H3K3_12E,15,pSymB,484241,SMb20470
2011mTn5STM.3.15.F12,H3K3_12F,15,several,mapping,NA
2011mTn5STM.3.15.G12,H3K3_12G,15,pSymB,876407,SMb21298
2011mTn5STM.3.15.H12,H3K3_12H,15,pSymB,1097258,SMb21556
2011mTn5STM.3.15.B01,H3K3_1B,15,chromosome,2066931,SMc04241
2011mTn5STM.3.15.C01,H3K3_1C,15,pSymA,883341,SMa1589
2011mTn5STM.3.15.F01,H3K3_1F,15,chromosome,2151480,SMc04161
2011mTn5STM.3.15.G01,H3K3_1G,15,chromosome,2511585,intergenic
2011mTn5STM.3.15.B02,H3K3_2B,15,pSymA,1027556,SMa1811
2011mTn5STM.3.15.C02,H3K3_2C,15,pSymB,523458,SMb20502
2011mTn5STM.3.15.D02,H3K3_2D,15,pSymA,1018699,SMa1797
2011mTn5STM.3.15.E02,H3K3_2E,15,pSymB,704026,SMb21069
2011mTn5STM.3.15.F02,H3K3_2F,15,pSymB,188739,SMb20170
2011mTn5STM.3.15.G02,H3K3_2G,15,pSymB,1238924,intergenic
2011mTn5STM.3.15.H02,H3K3_2H,15,chromosome,3283008,SMc02511
2011mTn5STM.3.15.A03,H3K3_3A,15,chromosome,1190656,SMc02632
2011mTn5STM.3.15.C03,H3K3_3C,15,pSymB,1164207,SMb20938
2011mTn5STM.3.15.D03,H3K3_3D,15,pSymB,290333,SMb20285
2011mTn5STM.3.15.E03,H3K3_3E,15,chromosome,3136719,SMc03174
2011mTn5STM.3.15.G03,H3K3_3G,15,pSymA,1325375,SMa2353
2011mTn5STM.3.15.H03,H3K3_3H,15,pSymA,1203276,intergenic
2011mTn5STM.3.15.A04,H3K3_4A,15,chromosome,3026864,SMc04028
2011mTn5STM.3.15.C04,H3K3_4C,15,pSymA,175381,SMa0312
2011mTn5STM.3.15.D04,H3K3_4D,15,chromosome,3451019,SMc03785
2011mTn5STM.3.15.E04,H3K3_4E,15,chromosome,798566,SMc00778
2011mTn5STM.3.15.F04,H3K3_4F,15,chromosome,352874,SMc00402
2011mTn5STM.3.15.G04,H3K3_4G,15,chromosome,374820,SMc00461
2011mTn5STM.3.15.H04,H3K3_4H,15,pSymA,382450,SMa0707
2011mTn5STM.3.15.A05,H3K3_5A,15,chromosome,2728553,intergenic
2011mTn5STM.3.15.B05,H3K3_5B,15,pSymB,1598314,SMb20583
2011mTn5STM.3.15.D05,H3K3_5D,15,chromosome,2223688,SMc04321
2011mTn5STM.3.15.F05,H3K3_5F,15,chromosome,1846156,SMc00276
2011mTn5STM.3.15.G05,H3K3_5G,15,chromosome,2675370,SMc01953
2011mTn5STM.3.15.H05,H3K3_5H,15,chromosome,1185870,SMc02634
2011mTn5STM.3.15.A06,H3K3_6A,15,pSymB,313580,SMb20312
2011mTn5STM.3.15.C06,H3K3_6C,15,chromosome,453438,SMc01103
2011mTn5STM.3.15.D06,H3K3_6D,15,several,mapping,NA
2011mTn5STM.3.15.G06,H3K3_6G,15,chromosome,2400985,SMc01611
2011mTn5STM.3.15.H06,H3K3_6H,15,chromosome,611442,intergenic
2011mTn5STM.3.15.A07,H3K3_7A,15,pSymA,123740,SMa0224
2011mTn5STM.3.15.B07,H3K3_7B,15,pSymB,560371,SMb20536
2011mTn5STM.3.15.D07,H3K3_7D,15,pSymA,141112,SMa0252
2011mTn5STM.3.15.F07,H3K3_7F,15,chromosome,3090623,SMc03939
2011mTn5STM.3.15.G07,H3K3_7G,15,pSymB,1267468,intergenic
2011mTn5STM.3.15.H07,H3K3_7H,15,pSymB,778482,SMb21140
2011mTn5STM.3.15.A08,H3K3_8A,15,pSymB,914889,SMb21167
2011mTn5STM.3.15.B08,H3K3_8B,15,chromosome,2256631,SMc01413
2011mTn5STM.3.15.C08,H3K3_8C,15,pSymB,1083450,SMb21548
2011mTn5STM.3.15.D08,H3K3_8D,15,chromosome,457731,SMc01099
2011mTn5STM.3.15.E08,H3K3_8E,15,chromosome,1870626,SMc00297
2011mTn5STM.3.15.F08,H3K3_8F,15,pSymB,674566,intergenic
2011mTn5STM.3.15.G08,H3K3_8G,15,chromosome,2211440,SMc04291
2011mTn5STM.3.15.H08,H3K3_8H,15,pSymB,174995,SMb20156
2011mTn5STM.3.15.A09,H3K3_9A,15,chromosome,668735,SMc02295
2011mTn5STM.3.15.C09,H3K3_9C,15,pSymB,1328740,intergenic
2011mTn5STM.3.15.E09,H3K3_9E,15,pSymB,1165483,SMb20940
2011mTn5STM.3.15.G09,H3K3_9G,15,chromosome,3283044,SMc02511
2011mTn5STM.3.15.H09,H3K3_9H,15,chromosome,1808165,SMc00241
2011mTn5STM.4.15.A10,H4K4_10A,15,pSymA,768659,SMa1397
2011mTn5STM.4.15.B10,H4K4_10B,15,pSymA,1232311,SMa2199
2011mTn5STM.4.15.D10,H4K4_10D,15,pSymB,889271,SMb21144
2011mTn5STM.4.15.F10,H4K4_10F,15,chromosome,2955297,SMc03961
2011mTn5STM.4.15.G10,H4K4_10G,15,chromosome,3112578,SMc03154
2011mTn5STM.4.15.H10,H4K4_10H,15,pSymA,1252337,SMa2235
2011mTn5STM.4.15.A11,H4K4_11A,15,pSymA,1286262,SMa2307
2011mTn5STM.4.15.B11,H4K4_11B,15,chromosome,308239,SMc00353
2011mTn5STM.4.15.C11,H4K4_11C,15,pSymA,444252,SMa0814
2011mTn5STM.4.15.D11,H4K4_11D,15,pSymB,1537473,SMb20748
2011mTn5STM.4.15.E11,H4K4_11E,15,chromosome,3096378,SMc04462
2011mTn5STM.4.15.F11,H4K4_11F,15,pSymA,163974,SMa0298
2011mTn5STM.4.15.G11,H4K4_11G,15,chromosome,2048503,intergenic
2011mTn5STM.4.15.H11,H4K4_11H,15,pSymB,59372,intergenic
2011mTn5STM.4.15.A12,H4K4_12A,15,pSymB,394826,SMb20383
2011mTn5STM.4.15.C12,H4K4_12C,15,pSymB,1356548,SMb21424
2011mTn5STM.4.15.D12,H4K4_12D,15,chromosome,2143892,intergenic
2011mTn5STM.4.15.E12,H4K4_12E,15,pSymA,186204,SMa0340
2011mTn5STM.4.15.F12,H4K4_12F,15,chromosome,2489102,SMc01549
2011mTn5STM.4.15.G12,H4K4_12G,15,chromosome,2200716,SMc04271
2011mTn5STM.4.15.H12,H4K4_12H,15,chromosome,3594239,intergenic
2011mTn5STM.4.15.B01,H4K4_1B,15,chromosome,827657,SMc00808
2011mTn5STM.4.15.C01,H4K4_1C,15,chromosome,3093127,SMc03942
2011mTn5STM.4.15.D01,H4K4_1D,15,pSymA,85447,SMa0151
2011mTn5STM.4.15.E01,H4K4_1E,15,pSymA,41314,SMa0078
2011mTn5STM.4.15.F01,H4K4_1F,15,several,mapping,NA
2011mTn5STM.4.15.G01,H4K4_1G,15,chromosome,2653593,SMc01829
2011mTn5STM.4.15.H01,H4K4_1H,15,pSymB,290543,SMb20285
2011mTn5STM.4.15.A02,H4K4_2A/H4K4_5C ,15,chromosome,1512230,SMc01265
2011mTn5STM.4.15.B02,H4K4_2B,15,pSymA,726252,intergenic
2011mTn5STM.4.15.C02,H4K4_2C,15,chromosome,654783,SMc02281
2011mTn5STM.4.15.D02,H4K4_2D,15,chromosome,2730337,SMc02026
2011mTn5STM.4.15.E02,H4K4_2E,15,pSymA,459701,SMa0831
2011mTn5STM.4.15.F02,H4K4_2F,15,pSymB,1163844,intergenic
2011mTn5STM.4.15.G02,H4K4_2G,15,chromosome,1190271,SMc02633
2011mTn5STM.4.15.A03,H4K4_3A,15,pSymA,6499,SMa0009
2011mTn5STM.4.15.C03,H4K4_3C,15,pSymA,1187948,SMa2105
2011mTn5STM.4.15.D03,H4K4_3D,15,pSymA,1152485,SMa2037
2011mTn5STM.4.15.F03,H4K4_3F,15,chromosome,2517614,SMc01580
2011mTn5STM.4.15.G03,H4K4_3G,15,pSymB,508386,SMb22020
2011mTn5STM.4.15.A04,H4K4_4A,15,pSymB,162657,SMb20147
2011mTn5STM.4.15.B04,H4K4_4B,15,pSymB,1164875,SMb20939
2011mTn5STM.4.15.C04,H4K4_4C,15,chromosome,2087629,intergenic
2011mTn5STM.4.15.D04,H4K4_4D,15,pSymA,879685,intergenic
2011mTn5STM.4.15.E04,H4K4_4E,15,chromosome,2587475,SMc02733
2011mTn5STM.4.15.F04,H4K4_4F,15,chromosome,3610980,SMc04404
2011mTn5STM.4.15.A05,H4K4_5A,15,pSymB,1486005,SMb20683
2011mTn5STM.4.15.B05,H4K4_5B,15,chromosome,3417293,SMc05018
2011mTn5STM.4.15.D05,H4K4_5D,15,chromosome,2881342,SMc00699
2011mTn5STM.4.15.E05,H4K4_5E,15,chromosome,156548,SMc04119
2011mTn5STM.4.15.G05,H4K4_5G,15,pSymB,669690,SMb21662
2011mTn5STM.4.15.H05,H4K4_5H,15,chromosome,2714453,SMc01988
2011mTn5STM.4.15.A06,H4K4_6A,15,pSymA,207450,intergenic
2011mTn5STM.4.15.D06,H4K4_6D,15,pSymB,814801,SMb21245
2011mTn5STM.4.15.F06,H4K4_6F,15,pSymB,150430,SMb20136
2011mTn5STM.4.15.G06,H4K4_6G,15,pSymA,1335188,SMa2365
2011mTn5STM.4.15.H06,H4K4_6H,15,chromosome,777771,SMc00765
2011mTn5STM.4.15.A07,H4K4_7A,15,chromosome,2508420,SMc01566
2011mTn5STM.4.15.B07,H4K4_7B,15,chromosome,578872,intergenic
2011mTn5STM.4.15.D07,H4K4_7D,15,pSymA,583149,SMa1065
2011mTn5STM.4.15.E07,H4K4_7E,15,pSymA,262720,intergenic
2011mTn5STM.4.15.F07,H4K4_7F,15,pSymA,1012269,intergenic
2011mTn5STM.4.15.G07,H4K4_7G,15,chromosome,2413923,SMc01623
2011mTn5STM.4.15.B08,H4K4_8B,15,chromosome,1295821,SMc00621
2011mTn5STM.4.15.C08,H4K4_8C,15,pSymA,1133129,SMa1998
2011mTn5STM.4.15.D08,H4K4_8D,15,pSymA,701571,SMa1285
2011mTn5STM.4.15.E08,H4K4_8E,15,chromosome,2229672,SMc04343
2011mTn5STM.4.15.F08,H4K4_8F,15,pSymB,1275585,SMb20868
2011mTn5STM.4.15.A09,H4K4_9A,15,pSymB,65959,intergenic
2011mTn5STM.4.15.B09,H4K4_9B,15,pSymB,281483,SMb20277
2011mTn5STM.4.15.C09,H4K4_9C,15,chromosome,790520,SMc00774
2011mTn5STM.4.15.D09,H4K4_9D,15,pSymB,1525217,SMb20720
2011mTn5STM.4.15.E09,H4K4_9E,15,chromosome,523566,intergenic
2011mTn5STM.4.15.F09,H4K4_9F,15,chromosome,1041264,SMc00094
2011mTn5STM.4.15.G09,H4K4_9G,15,chromosome,2415281,SMc01623
2011mTn5STM.4.15.H09,H4K4_9H,15,chromosome,1186714,SMc02634
2011mTn5STM.5.15.A01,H5K5_1A,15,chromosome,1211731,SMc02548
2011mTn5STM.5.15.B01,H5K5_1B,15,pSymA,1341995,SMa2377
2011mTn5STM.5.15.C01,H5K5_1C,15,pSymB,1467978,SMb20667
2011mTn5STM.5.15.D01,H5K5_1D,15,pSymB,73003,SMb20063
2011mTn5STM.5.15.E01,H5K5_1E,15,pSymA,321752,SMa0601
2011mTn5STM.5.15.F01,H5K5_1F,15,chromosome,1670993,SMc02049
2011mTn5STM.5.15.G01,H5K5_1G,15,chromosome,1546078,SMc01020
2011mTn5STM.5.15.H01,H5K5_1H,15,chromosome,378643,SMc00430
2011mTn5STM.5.15.A02,H5K5_2A,15,pSymB,1209977,SMb20977
2011mTn5STM.5.15.B02,H5K5_2B,15,chromosome,696975,SMc02325
2011mTn5STM.5.15.C02,H5K5_2C,15,pSymB,677790,SMb22009
2011mTn5STM.5.15.D02,H5K5_2D,15,pSymB,319928,SMb20317
2011mTn5STM.5.15.F02,H5K5_2F,15,chromosome,1286857,SMc00614
2011mTn5STM.5.15.H02,H5K5_2H,15,pSymB,1303076,SMb20895
2011mTn5STM.5.15.A03,H5K5_3A,15,pSymB,371434,SMb20360
2011mTn5STM.5.15.B03,H5K5_3B,15,chromosome,2911418,SMc00669
2011mTn5STM.5.15.C03,H5K5_3C,15,pSymB,335550,intergenic
2011mTn5STM.5.15.D03,H5K5_3D,15,pSymB,115448,SMb20104
2011mTn5STM.5.15.E03,H5K5_3E,15,several,mapping,NA
2011mTn5STM.5.15.H03,H5K5_3H,15,chromosome,62893,SMc02577
2011mTn5STM.5.15.B04,H5K5_4B,15,chromosome,880729,SMc00904
2011mTn5STM.5.15.C04,H5K5_4C,15,pSymA,480814,SMa0868
2011mTn5STM.5.15.F04,H5K5_4F,15,chromosome,2995996,SMc03997
2011mTn5STM.5.15.G04,H5K5_4G,15,several,mapping,NA
2011mTn5STM.5.15.H04,H5K5_4H,15,chromosome,2919560,SMc00658
2011mTn5STM.1.16.A10,H1K1_10A,16,chomosome,1293533,SMc00619
2011mTn5STM.1.16.B10,H1K1_10B,16,chomosome,3365293,SMc03251
2011mTn5STM.1.16.C10,H1K1_10C,16,pSymB,1597079,SMb20582
2011mTn5STM.1.16.D10,H1K1_10D,16,chomosome,274954,SMc00322
2011mTn5STM.1.16.E10,H1K1_10E,16,pSymB,266495,SMb20261
2011mTn5STM.1.16.F10,H1K1_10F,16,chomosome,2420581,SMc01628
2011mTn5STM.1.16.G10,H1K1_10G,16,pSymB,170622,SMb20153
2011mTn5STM.1.16.H10,H1K1_10H,16,pSymA,1340820,SMa2375
2011mTn5STM.1.16.C11,H1K1_11C,16,pSymB,1113289,intergenic
2011mTn5STM.1.16.D11,H1K1_11D,16,chomosome,2901188,SMc00677
2011mTn5STM.1.16.E11,H1K1_11E,16,chomosome,2167972,intergenic
2011mTn5STM.1.16.F11,H1K1_11F,16,pSymB,83836,SMb20075
2011mTn5STM.1.16.G11,H1K1_11G,16,chomosome,688962,SMc02317
2011mTn5STM.1.16.A12,H1K1_12A,16,pSymA,455909,SMa0827
2011mTn5STM.1.16.C12,H1K1_12C,16,chomosome,2225482,SMc04323
2011mTn5STM.1.16.D12,H1K1_12D,16,pSymB,1524400,SMb20719
2011mTn5STM.1.16.E12,H1K1_12E,16,chomosome,1546574,SMc01020
2011mTn5STM.1.16.F12,H1K1_12F,16,pSymB,398321,SMb20386
2011mTn5STM.1.16.G12,H1K1_12G,16,chomosome,838979,SMc00817
2011mTn5STM.1.16.B01,H1K1_1B,16,chomosome,204511,SMc02853
2011mTn5STM.1.16.C01,H1K1_1C,16,pSymB,956099,SMb21204
2011mTn5STM.1.16.D01,H1K1_1D,16,pSymB,386035,SMb20374
2011mTn5STM.1.16.E01,H1K1_1E,16,pSymA,689212,SMa1259
2011mTn5STM.1.16.F01,H1K1_1F,16,chomosome,341285,SMc00388
2011mTn5STM.1.16.G01,H1K1_1G,16,pSymB,565572,SMb20539
2011mTn5STM.1.16.C02,H1K1_2C,16,pSymB,401337,SMb20389
2011mTn5STM.1.16.D02,H1K1_2D,16,chomosome,2748604,SMc02044
2011mTn5STM.1.16.E02,H1K1_2E,16,chomosome,3282823,SMc02511
2011mTn5STM.1.16.F02,H1K1_2F,16,pSymB,636737,SMb21013
2011mTn5STM.1.16.H02,H1K1_2H,16,chomosome,2411071,SMc01620
2011mTn5STM.1.16.B03,H1K1_3B,16,chomosome,3064239,SMc04059
2011mTn5STM.1.16.C03,H1K1_3C,16,pSymA,1020940,SMa1798
2011mTn5STM.1.16.D03,H1K1_3D,16,chomosome,1192393,SMc02603
2011mTn5STM.1.16.E03,H1K1_3E,16,chomosome,148001,SMc04127
2011mTn5STM.1.16.F03,H1K1_3F,16,chomosome,2750424,SMc02332
2011mTn5STM.1.16.G03,H1K1_3G,16,pSymA,169616,SMa0303
2011mTn5STM.1.16.A04,H1K1_4A,16,pSymA,662818,SMa1209
2011mTn5STM.1.16.B04,H1K1_4B,16,pSymB,1033542,SMb21369
2011mTn5STM.1.16.C04,H1K1_4C,16,pSymA,1106644,intergenic
2011mTn5STM.1.16.D04,H1K1_4D,16,pSymA,1268234,intergenic
2011mTn5STM.1.16.F04,H1K1_4F,16,pSymA,511977,SMa0922
2011mTn5STM.1.16.G04,H1K1_4G,16,chomosome,1075955,SMc00453
2011mTn5STM.1.16.H04,H1K1_4H,16,chomosome,2046085,SMc04219
2011mTn5STM.1.16.A05,H1K1_5A,16,chomosome,247320,SMc02890
2011mTn5STM.1.16.B05,H1K1_5B,16,chomosome,326146,SMc00371
2011mTn5STM.1.16.C05,H1K1_5C,16,pSymB,733210,SMb21090
2011mTn5STM.1.16.D05,H1K1_5D,16,pSymB,241478,SMb20235
2011mTn5STM.1.16.E05,H1K1_5E,16,pSymB,85905,SMb20077
2011mTn5STM.1.16.F05,H1K1_5F,16,pSymB,367102,SMb20356
2011mTn5STM.1.16.G05,H1K1_5G,16,several,mapping,NA
2011mTn5STM.1.16.A06,H1K1_6A,16,chomosome,311714,SMc00356
2011mTn5STM.1.16.B06,H1K1_6B,16,chomosome,1061559,intergenic
2011mTn5STM.1.16.C06,H1K1_6C,16,pSymB,328903,SMb20325
2011mTn5STM.1.16.E06,H1K1_6E,16,pSymB,523722,SMb20502
2011mTn5STM.1.16.F06,H1K1_6F,16,chomosome,1802601,SMc00235
2011mTn5STM.1.16.H06,H1K1_6H,16,pSymB,1015523,SMb21349
2011mTn5STM.1.16.B07,H1K1_7B,16,chomosome,1059291,SMc00100
2011mTn5STM.1.16.C07,H1K1_7C,16,chomosome,292013,SMc00336
2011mTn5STM.1.16.D07,H1K1_7D,16,chomosome,1517877,intergenic
2011mTn5STM.1.16.E07,H1K1_7E,16,chomosome,1312635,intergenic
2011mTn5STM.1.16.F07,H1K1_7F,16,pSymA,1215252,intergenic
2011mTn5STM.1.16.G07,H1K1_7G,16,pSymA,416294,SMa0766
2011mTn5STM.1.16.H07,H1K1_7H,16,chomosome,1037554,SMc00092
2011mTn5STM.1.16.A08,H1K1_8A,16,pSymB,959629,SMb21206
2011mTn5STM.1.16.B08,H1K1_8B,16,pSymB,1137389,SMb21596
2011mTn5STM.1.16.C08,H1K1_8C,16,chomosome,904284,SMc00883
2011mTn5STM.1.16.G08,H1K1_8G,16,pSymA,886855,SMa1591
2011mTn5STM.1.16.A09,H1K1_9A,16,pSymA,1120527,SMa1968
2011mTn5STM.1.16.B09,H1K1_9B,16,pSymA,678058,SMa1236
2011mTn5STM.1.16.C09,H1K1_9C,16,pSymB,442980,SMb20427
2011mTn5STM.1.16.E09,H1K1_9E,16,pSymB,1065046,SMb21536
